,TotalNeeded
532,19
533,19
534,19
535,18
536,18
537,18
538,18
539,17
540,16
541,16
542,16
543,16
544,16
545,15
546,15
547,15
548,15
549,14
550,14
551,14
552,14
553,14
554,13
555,13
556,13
557,13
558,13
559,13
560,12
561,12
562,12
563,12
564,11
565,11
566,11
567,11
568,10
569,10
570,10
571,10
572,10
573,10
574,10
575,10
576,10
577,10
578,9
579,9
580,9
581,9
582,9
583,9
584,9
585,9
586,9
587,9
588,9
589,9
590,8
591,8
592,8
593,8
594,8
595,8
596,8
597,8
598,8
599,8
600,8
601,8
602,6
603,6
604,6
605,6
606,6
607,6
608,6
609,7
610,7
611,7
612,7
613,7
614,7
615,7
616,7
617,7
618,7
619,7
620,7
621,12
622,11
623,11
624,11
625,11
626,11
627,11
628,9
629,9
630,8
631,7
632,7
633,7
634,7
635,7
636,7
637,6
638,5
639,5
640,5
641,5
642,5
643,4
644,4
645,3
646,3
647,3
648,10
649,10
650,10
651,10
652,10
653,10
654,10
655,9
656,9
657,9
658,9
659,9
660,9
661,9
662,11
663,11
664,11
665,10
666,10
667,10
668,10
669,10
670,10
671,10
672,10
673,10
674,10
675,9
676,9
677,9
678,9
679,8
680,8
681,7
682,7
683,7
684,7
685,7
686,7
687,7
688,7
689,7
690,7
691,7
692,7
693,6
694,6
695,9
696,9
697,9
698,9
699,9
700,9
701,9
702,9
703,9
704,8
705,8
706,8
707,8
708,8
709,17
710,17
711,17
712,17
713,21
714,21
715,21
716,21
717,21
718,19
719,19
720,18
721,18
722,17
723,17
724,17
725,17
726,17
727,17
728,17
729,17
730,16
731,15
732,23
733,23
734,21
735,20
736,20
737,20
738,19
739,19
740,19
741,19
742,18
743,16
744,16
745,16
746,16
747,15
748,15
749,14
750,13
751,13
752,13
753,13
754,13
755,12
756,11
757,11
758,12
759,12
760,12
761,12
762,12
763,12
764,12
765,12
766,11
767,11
768,10
769,10
770,10
771,9
772,9
773,9
774,9
775,8
776,8
777,8
778,8
779,8
780,8
781,8
782,8
783,8
784,8
785,8
786,8
787,7
788,6
789,6
790,6
791,6
792,6
793,6
794,6
795,6
796,6
797,6
798,6
799,6
800,6
801,6
802,6
803,6
804,6
805,6
806,6
807,6
808,6
809,6
810,6
811,7
812,7
813,6
814,6
815,6
816,6
817,6
818,6
819,6
820,6
821,6
822,6
823,6
824,6
825,6
826,6
827,6
828,6
829,6
830,6
831,6
832,6
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,4
842,4
843,4
844,4
845,4
846,3
847,3
848,3
849,2
850,2
851,2
852,2
853,2
854,2
855,2
856,2
857,2
858,2
859,2
860,2
861,2
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,5
890,5
891,5
892,5
893,5
894,5
895,5
896,5
897,5
898,10
899,10
900,10
901,10
902,10
903,8
904,8
905,8
906,8
907,8
908,8
909,8
910,8
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,6
921,6
922,6
923,6
924,6
925,10
926,9
927,9
928,9
929,8
930,8
931,8
932,7
933,6
934,6
935,6
936,6
937,6
938,6
939,6
940,6
941,12
942,11
943,11
944,11
945,11
946,11
947,11
948,11
949,10
950,10
951,10
952,10
953,10
954,9
955,9
956,9
957,9
958,9
959,9
960,9
961,10
962,10
963,9
964,9
965,9
966,9
967,9
968,8
969,8
970,8
971,8
972,8
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,7
987,7
988,7
989,6
990,6
991,6
992,6
993,6
994,6
995,6
996,6
997,5
998,5
999,5
1000,4
1001,4
1002,4
1003,4
1004,4
1005,4
1006,3
1007,3
1008,3
1009,3
1010,3
1011,2
1012,2
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,2
1020,2
1021,4
1022,4
1023,4
1024,4
1025,7
1026,7
1027,7
1028,7
1029,7
1030,7
1031,7
1032,7
1033,7
1034,6
1035,6
1036,6
1037,6
1038,6
1039,6
1040,6
1041,6
1042,6
1043,6
1044,6
1045,6
1046,5
1047,13
1048,13
1049,13
1050,13
1051,13
1052,13
1053,13
1054,13
1055,12
1056,12
1057,12
1058,11
1059,11
1060,11
1061,10
1062,10
1063,10
1064,10
1065,10
1066,10
1067,10
1068,10
1069,10
1070,10
1071,9
1072,9
1073,9
1074,9
1075,9
1076,9
1077,9
1078,9
1079,9
1080,9
1081,9
1082,8
1083,8
1084,8
1085,8
1086,8
1087,8
1088,8
1089,8
1090,8
1091,8
1092,7
1093,7
1094,7
1095,7
1096,7
1097,7
1098,7
1099,7
1100,7
1101,7
1102,7
1103,7
1104,7
1105,7
1106,7
1107,7
1108,7
1109,6
1110,6
1111,6
1112,6
1113,5
1114,5
1115,5
1116,5
1117,4
1118,4
1119,4
1120,4
1121,4
1122,4
1123,4
1124,4
1125,4
1126,4
1127,4
1128,4
1129,4
1130,4
1131,4
1132,4
1133,4
1134,4
1135,4
1136,4
1137,4
1138,4
1139,4
1140,4
1141,4
1142,4
1143,4
1144,4
1145,4
1146,4
1147,4
1148,4
1149,4
1150,3
1151,3
1152,3
1153,3
1154,3
1155,3
1156,3
1157,3
1158,3
1159,3
1160,8
1161,8
1162,8
1163,8
1164,8
1165,8
1166,8
1167,8
1168,8
1169,7
1170,7
1171,6
1172,6
1173,6
1174,5
1175,5
1176,5
1177,5
1178,5
1179,5
1180,11
1181,18
1182,18
1183,18
1184,18
1185,18
1186,18
1187,18
1188,17
1189,17
1190,16
1191,14
1192,13
1193,13
1194,13
1195,13
1196,13
1197,13
1198,13
1199,13
1200,13
1201,12
1202,12
1203,12
1204,12
1205,11
1206,11
1207,11
1208,11
1209,11
1210,11
1211,11
1212,11
1213,11
1214,11
1215,10
1216,10
1217,10
1218,10
1219,10
1220,10
1221,10
1222,10
1223,10
1224,10
1225,10
1226,9
1227,9
1228,9
1229,9
1230,8
1231,8
1232,7
1233,7
1234,7
1235,7
1236,7
1237,7
1238,7
1239,7
1240,7
1241,7
1242,7
1243,7
1244,7
1245,7
1246,7
1247,7
1248,7
1249,7
1250,7
1251,7
1252,7
1253,7
1254,6
1255,6
1256,5
1257,5
1258,5
1259,5
1260,5
1261,4
1262,4
1263,4
1264,4
1265,4
1266,4
1267,3
1268,3
1269,3
1270,3
1271,3
1272,4
1273,4
1274,4
1275,4
1276,3
1277,1
1278,3
1279,3
1280,3
1281,3
1282,3
1283,3
1284,3
1285,3
1286,3
1287,3
1288,3
1289,3
1290,3
1291,3
1292,3
1293,3
1294,3
1295,3
1296,3
1297,3
1298,3
1299,3
1300,3
1301,3
1302,3
1303,3
1304,3
1305,3
1306,3
1307,3
1308,3
1309,3
1310,3
1311,3
1312,2
1313,2
1314,2
1315,2
1316,10
1317,10
1318,10
1319,9
1320,11
1321,11
1322,11
1323,10
1324,10
1325,10
1326,10
1327,10
1328,10
1329,10
1330,10
1331,9
1332,8
1333,8
1334,8
1335,8
1336,8
1337,8
1338,8
1339,8
1340,8
1341,7
1342,7
1343,7
1344,7
1345,7
1346,7
1347,7
1348,7
1349,7
1350,7
1351,6
1352,6
1353,6
1354,6
1355,6
1356,5
1357,5
1358,5
1359,5
1360,5
1361,5
1362,5
1363,5
1364,5
1365,5
1366,5
1367,5
1368,5
1369,4
1370,4
1371,4
1372,4
1373,4
1374,4
1375,4
1376,4
1377,4
1378,4
1379,4
1380,4
1381,4
1382,4
1383,4
1384,4
1385,4
1386,4
1387,4
1388,4
1389,4
1390,4
1391,4
1392,4
1393,3
1394,3
1395,3
1396,3
1397,3
1398,3
1399,3
1400,3
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,2
1425,2
1426,2
1427,2
1428,2
1429,2
1430,2
1431,2
1432,2
1433,2
1434,2
1435,2
1436,2
1437,2
1438,2
1439,2
1440,2
1441,2
1442,2
1443,2
1444,2
1445,2
1446,2
1447,11
1448,11
1449,11
1450,11
1451,11
1452,11
1453,10
1454,10
1455,10
1456,10
1457,10
1458,10
1459,10
1460,10
1461,10
1462,10
1463,10
1464,9
1465,9
1466,9
1467,9
1468,9
1469,9
1470,9
1471,9
1472,9
1473,9
1474,8
1475,8
1476,8
1477,8
1478,7
1479,7
1480,7
1481,7
1482,7
1483,7
1484,7
1485,7
1486,7
1487,7
1488,5
1489,5
1490,5
1491,4
1492,4
1493,4
1494,4
1495,4
1496,4
1497,4
1498,4
1499,4
1500,4
1501,3
1502,3
1503,3
1504,3
1505,3
1506,3
1507,3
1508,2
1509,2
1510,2
1511,2
1512,2
1513,2
1514,2
1515,2
1516,2
1517,2
1518,2
1519,2
1520,2
1521,2
1522,2
1523,2
1524,8
1525,8
1526,8
1527,7
1528,7
1529,7
1530,7
1531,6
1532,6
1533,6
1534,6
1535,6
1536,5
1537,5
1538,5
1539,5
1540,5
1541,5
1542,5
1543,5
1544,5
1545,5
1546,5
1547,5
1548,5
1549,5
1550,5
1551,5
1552,5
1553,5
1554,4
1555,4
1556,3
1557,3
1558,3
1559,3
1560,3
1561,3
1562,3
1563,3
1564,2
1565,2
1566,2
1567,2
1568,2
1569,2
1570,2
1571,2
1572,2
1573,2
1574,2
1575,2
1576,2
1577,2
1578,2
1579,2
1580,2
1581,2
1582,2
1583,2
1584,2
1585,2
1586,2
1587,2
1588,2
1589,2
1590,2
1591,2
1592,2
1593,2
1594,2
1595,2
1596,2
1597,2
1598,2
1599,2
1600,2
1601,2
1602,2
1603,2
1604,2
1605,2
1606,2
1607,2
1608,2
1609,2
1610,5
1611,5
1612,5
1613,5
1614,4
1615,4
1616,4
1617,4
1618,4
1619,4
1620,4
1621,3
1622,3
1623,3
1624,2
1625,2
1626,2
1627,19
1628,19
1629,19
1630,19
1631,19
1632,19
1633,19
1634,19
1635,18
1636,18
1637,18
1638,18
1639,18
1640,17
1641,16
1642,17
1643,17
1644,17
1645,17
1646,16
1647,16
1648,16
1649,16
1650,15
1651,15
1652,13
1653,13
1654,13
1655,13
1656,13
1657,13
1658,13
1659,13
1660,13
1661,12
1662,11
1663,11
1664,11
1665,11
1666,11
1667,11
1668,11
1669,11
1670,11
1671,11
1672,10
1673,10
1674,10
1675,10
1676,10
1677,10
1678,10
1679,9
1680,9
1681,9
1682,9
1683,9
1684,9
1685,9
1686,8
1687,8
1688,8
1689,8
1690,7
1691,7
1692,7
1693,7
1694,7
1695,7
1696,6
1697,6
1698,6
1699,6
1700,6
1701,6
1702,10
1703,10
1704,10
1705,10
1706,10
1707,10
1708,10
1709,10
1710,10
1711,10
1712,10
1713,10
1714,10
1715,9
1716,9
1717,9
1718,9
1719,8
1720,8
1721,8
1722,7
1723,7
1724,7
1725,6
1726,6
1727,5
1728,5
1729,5
1730,5
1731,5
1732,5
1733,5
1734,5
1735,5
1736,5
1737,5
1738,5
1739,5
1740,5
1741,5
1742,5
1743,4
1744,4
1745,4
1746,4
1747,4
1748,4
1749,4
1750,4
1751,4
1752,4
1753,3
1754,3
1755,3
1756,3
1757,3
1758,3
1759,3
1760,3
1761,3
1762,3
1763,3
1764,3
1765,3
1766,3
1767,2
1768,2
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,0
1778,0
1779,0
1780,0
1781,4
1782,4
1783,4
1784,4
1785,4
1786,4
1787,4
1788,4
1789,9
1790,9
1791,9
1792,8
1793,8
1794,8
1795,8
1796,7
1797,7
1798,7
1799,7
1800,7
1801,7
1802,7
1803,7
1804,7
1805,7
1806,7
1807,7
1808,7
1809,7
1810,7
1811,7
1812,7
1813,7
1814,7
1815,6
1816,6
1817,6
1818,6
1819,5
1820,4
1821,4
1822,4
1823,4
1824,4
1825,4
1826,4
1827,4
1828,4
1829,4
1830,4
1831,4
1832,4
1833,4
1834,4
1835,13
1836,13
1837,13
1838,13
1839,13
1840,13
1841,13
1842,13
1843,13
1844,12
1845,12
1846,12
1847,12
1848,12
1849,12
1850,12
1851,12
1852,11
1853,11
1854,11
1855,11
1856,10
1857,10
1858,10
1859,10
1860,10
1861,10
1862,10
1863,9
1864,9
1865,9
1866,9
1867,9
1868,9
1869,9
1870,9
1871,9
1872,9
1873,8
1874,8
1875,8
1876,8
1877,7
1878,7
1879,7
1880,6
1881,6
1882,6
1883,4
1884,4
1885,4
1886,4
1887,4
1888,4
1889,4
1890,4
1891,4
1892,4
1893,4
1894,4
1895,4
1896,4
1897,4
1898,4
1899,4
1900,4
1901,4
1902,3
1903,3
1904,3
1905,3
1906,3
1907,3
1908,3
1909,3
1910,3
1911,3
1912,3
1913,3
1914,3
1915,3
1916,3
1917,3
1918,2
1919,2
1920,2
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,6
1943,6
1944,6
1945,6
1946,6
1947,6
1948,6
1949,6
1950,6
1951,6
1952,6
1953,6
1954,5
1955,5
1956,4
1957,4
1958,4
1959,4
1960,4
1961,4
1962,4
1963,3
1964,3
1965,3
1966,3
1967,3
1968,3
1969,3
1970,3
1971,3
1972,3
1973,3
1974,2
1975,2
1976,2
1977,2
1978,2
1979,2
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,1
2005,1
2006,1
2007,9
2008,9
2009,9
2010,9
2011,9
2012,9
2013,8
2014,8
2015,8
2016,8
2017,8
2018,8
2019,8
2020,8
2021,8
2022,8
2023,7
2024,7
2025,7
2026,7
2027,13
2028,13
2029,13
2030,13
2031,13
2032,13
2033,13
2034,13
2035,13
2036,13
2037,13
2038,13
2039,12
2040,12
2041,12
2042,12
2043,12
2044,11
2045,11
2046,11
2047,11
2048,11
2049,10
2050,10
2051,10
2052,10
2053,9
2054,9
2055,9
2056,9
2057,9
2058,9
2059,9
2060,9
2061,8
2062,8
2063,8
2064,8
2065,7
2066,7
2067,7
2068,7
2069,6
2070,6
2071,6
2072,6
2073,6
2074,6
2075,14
2076,14
2077,13
2078,13
2079,13
2080,13
2081,13
2082,13
2083,13
2084,13
2085,12
2086,12
2087,12
2088,12
2089,12
2090,12
2091,12
2092,12
2093,12
2094,12
2095,11
2096,12
2097,12
2098,11
2099,10
2100,8
2101,8
2102,8
2103,8
2104,8
2105,8
2106,8
2107,8
2108,8
2109,8
2110,8
2111,8
2112,8
2113,8
2114,8
2115,8
2116,8
2117,8
2118,8
2119,8
2120,8
2121,7
2122,7
2123,7
2124,7
2125,7
2126,7
2127,7
2128,7
2129,7
2130,7
2131,7
2132,7
2133,6
2134,6
2135,6
2136,6
2137,6
2138,6
2139,6
2140,6
2141,6
2142,6
2143,11
2144,11
2145,11
2146,18
2147,18
2148,18
2149,18
2150,17
2151,17
2152,17
2153,17
2154,17
2155,17
2156,15
2157,15
2158,15
2159,15
2160,14
2161,14
2162,13
2163,13
2164,12
2165,12
2166,11
2167,11
2168,11
2169,11
2170,11
2171,10
2172,10
2173,10
2174,10
2175,10
2176,19
2177,19
2178,19
2179,19
2180,19
2181,18
2182,20
2183,20
2184,20
2185,20
2186,20
2187,20
2188,20
2189,19
2190,19
2191,18
2192,17
2193,17
2194,17
2195,17
2196,17
2197,17
2198,17
2199,17
2200,17
2201,17
2202,17
2203,17
2204,17
2205,16
2206,16
2207,15
2208,14
2209,14
2210,14
2211,13
2212,13
2213,13
2214,13
2215,13
2216,13
2217,13
2218,18
2219,18
2220,17
2221,15
2222,15
2223,15
2224,15
2225,13
2226,13
2227,13
2228,11
2229,11
2230,10
2231,10
2232,10
2233,10
2234,10
2235,10
2236,9
2237,8
2238,7
2239,7
2240,7
2241,15
2242,15
2243,15
2244,15
2245,15
2246,14
2247,14
2248,13
2249,13
2250,13
2251,13
2252,13
2253,13
2254,13
2255,13
2256,11
2257,11
2258,11
2259,11
2260,11
2261,11
2262,11
2263,11
2264,11
2265,11
2266,11
2267,11
2268,11
2269,10
2270,10
2271,10
2272,9
2273,9
2274,9
2275,9
2276,9
2277,9
2278,9
2279,8
2280,8
2281,8
2282,8
2283,8
2284,8
2285,8
2286,17
2287,17
2288,17
2289,17
2290,17
2291,17
2292,17
2293,16
2294,18
2295,18
2296,18
2297,18
2298,17
2299,17
2300,17
2301,17
2302,17
2303,16
2304,15
2305,15
2306,15
2307,15
2308,15
2309,15
2310,15
2311,15
2312,15
2313,15
2314,15
2315,14
2316,14
2317,14
2318,14
2319,12
2320,12
2321,12
2322,11
2323,11
2324,11
2325,10
2326,13
2327,13
2328,13
2329,13
2330,13
2331,12
2332,12
2333,12
2334,12
2335,12
2336,18
2337,18
2338,17
2339,17
2340,17
2341,17
2342,17
2343,16
2344,16
2345,16
2346,16
2347,15
2348,15
2349,14
2350,14
2351,14
2352,12
2353,12
2354,12
2355,12
2356,11
2357,11
2358,11
2359,11
2360,11
2361,11
2362,11
2363,10
2364,9
2365,9
2366,8
2367,8
2368,8
2369,14
2370,12
2371,12
2372,12
2373,12
2374,12
2375,12
2376,10
2377,10
2378,10
2379,17
2380,17
2381,17
2382,16
2383,16
2384,16
2385,16
2386,16
2387,16
2388,16
2389,16
2390,15
2391,14
2392,14
2393,14
2394,14
2395,13
2396,12
2397,12
2398,12
2399,19
2400,19
2401,19
2402,18
2403,18
2404,18
2405,18
2406,18
2407,18
2408,18
2409,17
2410,17
2411,17
2412,17
2413,16
2414,16
2415,16
2416,16
2417,16
2418,21
2419,21
2420,21
2421,20
2422,20
2423,20
2424,20
2425,20
2426,18
2427,18
2428,18
2429,18
2430,15
2431,15
2432,15
2433,15
2434,15
2435,14
2436,14
2437,14
2438,13
2439,12
2440,12
2441,12
2442,12
2443,10
2444,9
2445,9
2446,8
2447,8
2448,8
2449,8
2450,8
2451,8
2452,8
2453,8
2454,12
2455,12
2456,12
2457,12
2458,12
2459,12
2460,12
2461,11
2462,11
2463,10
2464,10
2465,10
2466,10
2467,10
2468,9
2469,8
2470,8
2471,8
2472,8
2473,8
2474,8
2475,8
2476,8
2477,8
2478,8
2479,8
2480,8
2481,8
2482,8
2483,8
2484,9
2485,9
2486,9
2487,9
2488,9
2489,9
2490,9
2491,9
2492,8
2493,8
2494,8
2495,8
2496,8
2497,8
2498,15
2499,15
2500,15
2501,15
2502,21
2503,21
2504,21
2505,21
2506,20
2507,20
2508,20
2509,19
2510,17
2511,17
2512,26
2513,25
2514,25
2515,24
2516,24
2517,23
2518,23
2519,23
2520,23
2521,23
2522,23
2523,22
2524,22
2525,21
2526,21
2527,21
2528,20
2529,20
2530,20
2531,20
2532,19
2533,19
2534,18
2535,18
2536,18
2537,18
2538,18
2539,17
2540,16
2541,15
2542,15
2543,14
2544,14
2545,14
2546,14
2547,14
2548,13
2549,13
2550,13
2551,11
2552,11
2553,11
2554,11
2555,11
2556,11
2557,11
2558,11
2559,11
2560,11
2561,10
2562,10
2563,10
2564,9
2565,9
2566,9
2567,9
2568,9
2569,9
2570,9
2571,8
2572,7
2573,7
2574,7
2575,7
2576,7
2577,7
2578,7
2579,7
2580,7
2581,7
2582,8
2583,8
2584,8
2585,8
2586,8
2587,8
2588,8
2589,7
2590,7
2591,7
2592,7
2593,11
2594,11
2595,11
2596,10
2597,10
2598,10
2599,17
2600,17
2601,17
2602,17
2603,16
2604,15
2605,15
2606,14
2607,14
2608,14
2609,13
2610,13
2611,12
2612,12
2613,12
2614,11
2615,11
2616,11
2617,12
2618,9
2619,8
2620,8
2621,8
2622,8
2623,7
2624,7
2625,6
2626,6
2627,6
2628,6
2629,6
2630,6
2631,6
2632,6
2633,6
2634,6
2635,6
2636,6
2637,6
2638,6
2639,6
2640,6
2641,6
2642,6
2643,11
2644,10
2645,10
2646,8
2647,8
2648,8
2649,8
2650,8
2651,8
2652,7
2653,7
2654,7
2655,7
2656,7
2657,7
2658,7
2659,7
2660,7
2661,7
2662,9
2663,9
2664,8
2665,7
2666,7
2667,7
2668,6
2669,5
2670,5
2671,5
2672,5
2673,4
2674,4
2675,4
2676,4
2677,4
2678,4
2679,4
2680,4
2681,4
2682,4
2683,3
2684,3
2685,2
2686,2
2687,2
2688,2
2689,2
2690,2
2691,2
2692,2
2693,2
2694,2
2695,2
2696,2
2697,2
2698,2
2699,2
2700,2
2701,11
2702,11
2703,11
2704,11
2705,11
2706,10
2707,10
2708,10
2709,10
2710,10
2711,10
2712,11
2713,11
2714,10
2715,10
2716,10
2717,10
2718,10
2719,10
2720,10
2721,10
2722,9
2723,9
2724,8
2725,8
2726,8
2727,8
2728,8
2729,8
2730,8
2731,8
2732,8
2733,7
2734,7
2735,7
2736,7
2737,7
2738,7
2739,7
2740,7
2741,7
2742,7
2743,6
2744,6
2745,6
2746,6
2747,6
2748,5
2749,5
2750,5
2751,4
2752,4
2753,8
2754,8
2755,8
2756,8
2757,8
2758,8
2759,8
2760,8
2761,8
2762,10
2763,10
2764,9
2765,9
2766,9
2767,9
2768,8
2769,8
2770,8
2771,6
2772,6
2773,6
2774,6
2775,5
2776,5
2777,4
2778,4
2779,3
2780,3
2781,3
2782,3
2783,3
2784,3
2785,3
2786,3
2787,3
2788,3
2789,3
2790,3
2791,3
2792,3
2793,3
2794,3
2795,3
2796,3
2797,3
2798,3
2799,3
2800,3
2801,3
2802,3
2803,2
2804,2
2805,2
2806,2
2807,2
2808,2
2809,2
2810,2
2811,2
2812,2
2813,2
2814,2
2815,2
2816,2
2817,2
2818,2
2819,2
2820,2
2821,2
2822,2
2823,2
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,4
2833,4
2834,4
2835,4
2836,4
2837,4
2838,4
2839,4
2840,4
2841,4
2842,4
2843,4
2844,4
2845,4
2846,4
2847,3
2848,3
2849,3
2850,3
2851,3
2852,3
2853,3
2854,2
2855,2
2856,2
2857,2
2858,2
2859,2
2860,2
2861,6
2862,14
2863,14
2864,14
2865,14
2866,14
2867,13
2868,13
2869,15
2870,15
2871,15
2872,15
2873,15
2874,14
2875,14
2876,14
2877,14
2878,13
2879,12
2880,12
2881,20
2882,20
2883,20
2884,20
2885,20
2886,26
2887,24
2888,24
2889,23
2890,22
2891,22
2892,22
2893,21
2894,21
2895,19
2896,19
2897,19
2898,19
2899,19
2900,19
2901,19
2902,18
2903,17
2904,17
2905,17
2906,17
2907,15
2908,15
2909,15
2910,15
2911,15
2912,15
2913,14
2914,13
2915,13
2916,12
2917,11
2918,11
2919,11
2920,11
2921,11
2922,11
2923,11
2924,11
2925,10
2926,9
2927,9
2928,9
2929,9
2930,9
2931,20
2932,20
2933,20
2934,20
2935,20
2936,19
2937,18
2938,18
2939,18
2940,18
2941,18
2942,17
2943,16
2944,16
2945,16
2946,15
2947,20
2948,20
2949,20
2950,20
2951,18
2952,18
2953,18
2954,18
2955,18
2956,17
2957,17
2958,17
2959,17
2960,17
2961,23
2962,22
2963,21
2964,21
2965,20
2966,20
2967,19
2968,19
2969,19
2970,19
2971,19
2972,18
2973,18
2974,27
2975,27
2976,26
2977,26
2978,25
2979,25
2980,25
2981,24
2982,23
2983,23
2984,23
2985,23
2986,22
2987,22
2988,22
2989,22
2990,21
2991,20
2992,20
2993,18
2994,18
2995,18
